global_index,bundle,query_char,style_code,style_name,style_label,era,author,work_title,detail_title,image_url,thumb_url,image_path,image_type,image_subtype_reason,width,height,aspect_ratio,mean_gray,median_gray,std_gray,p05_gray,p25_gray,p50_gray,p75_gray,p95_gray,border_mean,corner_mean,center_mean,dark_ratio,mid_ratio,bright_ratio,background_std,gray_noise_ratio,mean_r,mean_g,mean_b,saturation_mean,yellow_score,dark_component_count,largest_dark_component_area,total_dark_area,largest_dark_component_ratio,bright_component_count,largest_bright_component_area,total_bright_area,largest_bright_component_ratio,largest_bright_component_image_ratio,dark_bbox_area_ratio,bright_bbox_area_ratio,dark_bbox_aspect_ratio,bright_bbox_aspect_ratio,has_vector_hint,black_background_candidate,source_index_1based
64,less_common_b_bundle,筮,9,楷书,楷書,唐,李戢妃郑中墓志铭,,唐 · 李戢妃郑中墓志铭,https://wxapp.shufazidian.com/gq/2/11/1660039413a5_571_3311.jpg,https://wxapp.shufazidian.com/gq/2/11/1/1660039413a5_571_3311.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/楷书/25195_筮_楷书_李戢妃郑中墓志铭_未标注作品.jpg,black_damaged,large_bright_component_dominates,327,309,1.058252427184466,76.92980194091797,55.0,53.29207992553711,36.0,45.0,55.0,79.0,212.0,54.79166793823242,52.67522048950195,102.7042465209961,0.7505319517433172,0.1622576526825213,0.08721039557416149,18.671598434448242,0.1546866185683323,79.64398325465396,76.95823560266422,69.86942192927764,0.1564025580883026,9.774559020996094,4,85275,85284,0.9998944702406078,7,9003,11362,0.7923781024467523,0.08910067990855379,1.0,0.5743297408034204,1.058252427184466,1.0598290598290598,False,True,25195
65,common_i_bundle,于,9,楷书,楷書,唐,唐殷秦州墓志,,唐 · 唐殷秦州墓志,https://wxapp.shufazidian.com/gq/3/11/1671088526a37_549_0582b.jpg,https://wxapp.shufazidian.com/gq/3/11/1/1671088526a37_549_0582b.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/楷书/79921_于_楷书_唐殷秦州墓志_未标注作品.jpg,black_damaged,large_bright_component_dominates,600,600,1.0,60.608734130859375,45.0,55.22001266479492,10.0,29.0,45.0,66.0,215.0,44.83735275268555,49.58958435058594,76.757568359375,0.8239055555555556,0.11086944444444445,0.065225,26.343273162841797,0.09188611111111111,57.70205,63.12878611111111,55.22880277777778,0.2640216052532196,2.473236083984375,21,320754,320869,0.9996415982846583,33,23249,28256,0.8227986976217441,0.06458055555555556,1.0,0.8381,1.0,1.10727969348659,False,True,79921
66,less_common_b_bundle,晏,1,章草,草書,汉,佚名,居延简,汉 · 佚名 · 居延简,https://wxapp-b.shufazidian.com/gq/6/6/86_s1551a2284950.jpg,https://wxapp-b.shufazidian.com/gq/6/6/1/86_s1551a2284950.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/章草/05739_晏_章草_佚名_居延简.jpg,clean_white,bright_low_noise_background,521,560,1.0748560460652592,235.44052124023438,255.0,53.14611053466797,73.0,253.0,255.0,255.0,255.0,254.77464294433594,254.8806610107422,202.123046875,0.0638367151083082,0.04091719221277763,0.8952460926789142,0.7432188987731934,0.03585481217438991,235.44052303262956,235.44052303262956,235.44052303262956,0.0,0.0,1,27326,27326,1.0,6,254561,262283,0.9705585188517746,0.8725013709898547,0.23955305730737592,1.0,1.7128712871287128,1.0748560460652592,False,False,5739
67,common_j_bundle,坐,8,行书,行書,宋,米芾,方圆庵记,宋 · 米芾 · 方圆庵记,https://wxapp-b.shufazidian.com/gq/2/13/1664072364a4_115_56.jpg,https://wxapp-b.shufazidian.com/gq/2/13/1/1664072364a4_115_56.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/行书/82235_坐_行书_米芾_方圆庵记.jpg,catalog_or_invalid,extreme_component_count,327,343,1.0489296636085628,66.46058654785156,45.0,49.58250427246094,21.0,33.0,45.0,81.0,176.0,51.417884826660156,48.491756439208984,87.5715560913086,0.7449113328162196,0.2482413673201915,0.006847299863588948,28.634401321411133,0.17663002291349042,71.22273339217732,66.0198553864534,56.30589955510382,0.26672983169555664,14.916831970214844,128,90638,92182,0.9832505261330845,489,185,4345,0.04257767548906789,0.0016494146806822335,1.0,0.9474505398489671,1.0489296636085628,1.0185758513931888,False,True,82235
68,common_c_bundle,方,1,章草,草書,汉,佚名,江苏东海尹湾汉简,汉 · 佚名 · 江苏东海尹湾汉简,https://wxapp.shufazidian.com/gq/6/6/91_s127a6211172.jpg,https://wxapp.shufazidian.com/gq/6/6/1/91_s127a6211172.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/章草/47001_方_章草_佚名_江苏东海尹湾汉简.jpg,clean_white,bright_low_noise_background,521,560,1.0748560460652592,240.08229064941406,255.0,46.66191101074219,78.0,252.0,255.0,255.0,255.0,254.6865997314453,255.0,216.63632202148438,0.05143953934740883,0.022576775431861804,0.9259836852207294,1.3087081909179688,0.02013641349054017,240.0822970935015,240.0822970935015,240.0822970935015,0.0,0.0,1,19592,19592,1.0,8,270614,270727,0.9995826053552103,0.9275226213326021,0.24943446668494654,1.0,1.7317073170731707,1.0748560460652592,False,False,47001
69,common_i_bundle,一,6,隶书,隸書,清,吴廷康,楹联,清 · 吴廷康 · 楹联,https://wxapp-b.shufazidian.com/gq/5/16/75_h1a10322.jpg,https://wxapp-b.shufazidian.com/gq/5/16/1/75_h1a10322.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/隶书/37033_一_隶书_吴廷康_楹联.jpg,yellow_paper,warm_yellow_background,601,561,1.071301247771836,204.4891357421875,221.0,52.052249908447266,27.0,214.0,221.0,225.0,230.0,205.33401489257812,206.8806610107422,189.04879760742188,0.071698684011496,0.04514163856436539,0.8831596774241386,44.8414421081543,0.9198661766930339,218.3644045426369,201.04603735307464,185.51566758907467,0.1569766402244568,32.84873962402344,29,19807,26936,0.7353356103356103,20,301187,304193,0.9901181158014813,0.8933031993617293,1.0,1.0,1.071301247771836,1.071301247771836,False,False,37033
70,common_h_bundle,屋,6,隶书,隸書,,马王堆帛书,,马王堆帛书,https://wxapp-b.shufazidian.com/png_b/l/O/UD.png,https://wxapp-b.shufazidian.com/png_b/l/O/UD.png,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/隶书/41353_屋_隶书_马王堆帛书_未标注作品.png,clean_white,bright_low_noise_background,528,538,1.018939393939394,218.08628845214844,255.0,89.723876953125,0.0,255.0,255.0,255.0,255.0,255.0,255.0,181.0883331298828,0.1447596316323082,0.0,0.8552403683676918,0.0,0.0,218.0862939337614,218.0862939337614,218.0862939337614,0.0,0.0,2,28438,41121,0.691568784805817,1,242943,242943,1.0,0.8552403683676918,0.493388813788442,1.0,1.2948328267477203,1.018939393939394,False,False,41353
71,less_common_b_bundle,隹,3,篆书,篆書,周,辅师囗簋,,周 · 辅师囗簋,https://wxapp-b.shufazidian.com/gq/5/4/2006_l27a201.jpg,https://wxapp-b.shufazidian.com/gq/5/4/1/2006_l27a201.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/篆书/30391_隹_篆书_辅师囗簋_未标注作品.jpg,black_damaged,large_bright_component_dominates,317,421,1.3280757097791798,45.191566467285156,22.0,55.82440185546875,10.0,17.0,22.0,35.0,196.0,24.11411476135254,25.61588478088379,73.07981872558594,0.851690057471695,0.11026772668350106,0.038042215844803946,16.38985252380371,0.12335059232561799,49.741002719977224,43.69917651378346,40.61750226664768,0.2272215336561203,9.123497009277344,23,113568,116949,0.9710899622912552,19,11137,11230,0.9917186108637578,0.08345010003222011,1.0,0.557183212570341,1.3280757097791798,1.5363636363636364,False,True,30391
72,common_c_bundle,弟,7,草书,草書,明,王铎,送一章诗三首,明 · 王铎 · 送一章诗三首,https://wxapp.shufazidian.com/gq/7/15/20_bi127a15213.jpg,https://wxapp.shufazidian.com/gq/7/15/1/20_bi127a15213.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/草书/20829_弟_草书_王铎_送一章诗三首.jpg,catalog_or_invalid,extreme_component_count,700,1181,1.687142857142857,125.49610137939453,154.0,65.30068969726562,7.0,119.0,154.0,169.0,187.0,160.60617065429688,163.6514892578125,87.43234252929688,0.2342724083706302,0.7592705939276642,0.006456997701705576,23.810230255126953,0.7475686464255473,150.2485677996855,118.97016450949559,94.02905769928631,0.35942342877388,56.219512939453125,914,200831,207404,0.9683082293494821,24365,29,88180,0.0003288727602630982,3.5079230676182414e-05,1.0,1.0,1.687142857142857,1.687142857142857,False,False,20829
73,common_i_bundle,彝,3,篆书,篆書,周,德鼎,,周 · 德鼎,https://wxapp.shufazidian.com/gq/5/4/1292_l6a311.jpg,https://wxapp.shufazidian.com/gq/5/4/1/1292_l6a311.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/篆书/42892_彝_篆书_德鼎_未标注作品.jpg,black_damaged,large_bright_component_dominates,701,755,1.0770328102710414,40.877967834472656,17.0,60.27335739135742,6.0,12.0,17.0,26.0,203.0,23.090435028076172,19.746381759643555,61.09102249145508,0.857603612625294,0.08484001095880057,0.05755637641590538,34.330047607421875,0.1273544888569782,42.66761013122219,40.49001143116267,37.9092101161066,0.1108410581946373,4.758396148681641,19,443445,461710,0.9604405362673539,68,37216,52519,0.7086197376187665,0.07031771074434819,1.0,0.6814711245052008,1.0770328102710414,1.21875,False,True,42892
74,common_h_bundle,违,6,隶书,隸書,,如果不满意这么大，请看“矢量部分”找到原大的。,,如果不满意这么大，请看“矢量部分”找到原大的。,https://wxapp-b.shufazidian.com/shufa6/8a36ccd892729bcff77144ae3b86ce869.jpg,https://wxapp-b.shufazidian.com/shufa6/1/8a36ccd892729bcff77144ae3b86ce869.jpg,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/隶书/25430_违_隶书_如果不满意这么大，请看“矢量部分”找到原大的。_未标注作品.jpg,catalog_or_invalid,has_vector_hint;extreme_component_count,676,1380,2.0414201183431953,211.01382446289062,255.0,89.36485290527344,1.0,247.0,255.0,255.0,255.0,214.91026306152344,233.37139892578125,201.600341796875,0.155822828230855,0.03824714861504159,0.8059300231541034,86.60726165771484,0.05280421919217906,210.93533359060115,211.09164093988508,210.81886309064402,0.0016623567789793015,0.116455078125,764,13974,156306,0.08940155848144025,388,326351,758441,0.4302918750436751,0.34983170397049995,0.9674556213017751,1.0,2.110091743119266,2.0414201183431953,True,False,25430
75,less_common_b_bundle,臧,8,行书,行書,元,赵孟頫,嵇叔夜山巨源绝交书,元 · 赵孟頫 · 嵇叔夜山巨源绝交书,https://wxapp.shufazidian.com/gq/1/14/287529.jpg,https://wxapp.shufazidian.com/gq/1/14/1/287529.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/行书/05101_臧_行书_赵孟頫_嵇叔夜山巨源绝交书.jpg,catalog_or_invalid,extreme_component_count,301,305,1.0132890365448506,123.39228057861328,147.0,53.111114501953125,15.0,122.0,147.0,156.0,168.0,151.2928924560547,151.7736053466797,88.66265106201172,0.20118729916671205,0.793856543761233,0.004956157072054899,20.4158935546875,0.7527912423070638,141.73664833070094,119.03275420728718,97.72154022112085,0.32993993163108826,44.015106201171875,149,17347,22461,0.7723164596411558,32,1650,1931,0.8544795442775763,0.017972877294265017,0.980327868852459,0.9125864604324383,1.0066889632107023,1.0387323943661972,False,False,5101
76,common_i_bundle,元,6,隶书,隸書,汉,鲜于璜碑,,汉 · 鲜于璜碑,https://wxapp-b.shufazidian.com/gq/2/6/1656734518a4_131_167.jpg,https://wxapp-b.shufazidian.com/gq/2/6/1/1656734518a4_131_167.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/隶书/92550_元_隶书_鲜于璜碑_未标注作品.jpg,catalog_or_invalid,extreme_component_count,517,413,1.25181598062954,95.12736511230469,42.0,95.53421783447266,1.0,18.0,42.0,214.0,251.0,52.02218246459961,45.48792266845703,132.28944396972656,0.6163281363425611,0.11451332655804347,0.26915853709939536,64.60466003417969,0.18827187958093114,95.10795191105325,95.8715770345774,91.35410568515509,0.19202204048633575,3.7538604736328125,151,140992,142016,0.992789544840018,1213,40606,61806,0.6569912306248584,0.19017333189709676,1.0,1.0,1.25181598062954,1.25181598062954,False,True,92550
77,common_g_bundle 2,商,9,楷书,楷書,明,王宠,琵琶行,明 · 王宠 · 琵琶行,https://wxapp-b.shufazidian.com/gq/5/15/11_g113a17125.jpg,https://wxapp-b.shufazidian.com/gq/5/15/1/11_g113a17125.jpg,/Users/lainantian/Developer/Caligraphy/common_g_bundle 2/common_g_downloads/楷书/17838_商_楷书_王宠_琵琶行.jpg,yellow_paper,warm_yellow_background,361,341,1.0586510263929618,210.4866943359375,227.0,49.352012634277344,53.0,224.0,227.0,230.0,233.0,228.8889923095703,229.44117736816406,189.12896728515625,0.0708686363230193,0.048058098634454635,0.881073265042526,3.012575626373291,0.9137050064581116,223.16961681870984,207.70833705656332,191.92804282662203,0.14806222915649414,31.241561889648438,11,4678,10581,0.4421132218126831,1,109840,109840,1.0,0.8922754486153647,0.45166164369095296,1.0,1.39,1.0586510263929618,False,False,17838
78,less_common_b_bundle,矜,1,章草,草書,,如果不满意这么大，请看“矢量部分”找到原大的。,,如果不满意这么大，请看“矢量部分”找到原大的。,https://wxapp-b.shufazidian.com/shufa6/w135b851543d71a6954829a548b79341f.jpg,https://wxapp-b.shufazidian.com/shufa6/1/w135b851543d71a6954829a548b79341f.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/章草/22150_矜_章草_如果不满意这么大，请看“矢量部分”找到原大的。_未标注作品.jpg,catalog_or_invalid,has_vector_hint;extreme_component_count,678,1372,2.023598820058997,215.62863159179688,255.0,83.9555435180664,1.0,248.0,255.0,255.0,255.0,225.46807861328125,228.21253967285156,211.81512451171875,0.1339796348375001,0.04568186313716384,0.8203385020253361,73.40038299560547,0.058109084341701284,215.5458226906439,215.70918582350765,215.43103214737224,0.001796258962713182,0.1147918701171875,1049,35052,138487,0.2531067898069855,315,429621,770732,0.5574194402204657,0.4618507959441678,0.9705014749262537,1.0,2.0851063829787235,2.023598820058997,True,False,22150
79,common_h_bundle,我,6,隶书,隸書,清,何绍基,《临东汉衡方碑》,清 · 何绍基 · 《临东汉衡方碑》,https://wxapp-b.shufazidian.com/gq/7/16/139_bk27a1742.jpg,https://wxapp-b.shufazidian.com/gq/7/16/1/139_bk27a1742.jpg,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/隶书/39585_我_隶书_何绍基_《临东汉衡方碑》.jpg,catalog_or_invalid,extreme_component_count,663,613,1.0815660685154975,161.36297607421875,193.0,74.17621612548828,24.0,137.0,193.0,214.0,234.0,202.85647583007812,203.5756378173828,124.4101791381836,0.2304026140510163,0.34935374576483874,0.42024364018414495,25.43543243408203,0.7391805009116208,162.7806401767634,162.85906908879753,149.87849239331823,0.15631628036499023,12.902145385742188,228,96341,97469,0.9884270896387569,153,245748,249731,0.9840508387024438,0.6046666125353392,0.9877171096823721,1.0,1.0752864157119477,1.0815660685154975,False,False,39585
80,common_c_bundle,非,8,行书,行書,清,何绍基,孙莘老墨妙亭诗,清 · 何绍基 · 孙莘老墨妙亭诗,https://wxapp-b.shufazidian.com/gq/7/16/62_bk247a18334.jpg,https://wxapp-b.shufazidian.com/gq/7/16/1/62_bk247a18334.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/行书/49831_非_行书_何绍基_孙莘老墨妙亭诗.jpg,catalog_or_invalid,extreme_component_count,453,476,1.0507726269315674,141.34738159179688,165.0,63.11459732055664,6.0,147.0,165.0,178.0,196.0,169.73361206054688,170.4077606201172,112.65715026855469,0.17783868514293136,0.7889467045096185,0.03321461034745024,17.455957412719727,0.8130576734004861,139.81118407627952,141.72690930676907,143.50248576251693,0.12462713569402695,-3.6912689208984375,68,24407,40009,0.6100377415081607,4802,1039,45355,0.022908168889868814,0.004818483684864675,1.0,1.0,1.0507726269315674,1.0507726269315674,False,True,49831
81,common_i_bundle,有,3,篆书,篆書,周,令鼎,,周 · 令鼎,https://wxapp.shufazidian.com/gq/5/4/136_l35a1211.jpg,https://wxapp.shufazidian.com/gq/5/4/1/136_l35a1211.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/篆书/71630_有_篆书_令鼎_未标注作品.jpg,catalog_or_invalid,extreme_component_count,414,509,1.2294685990338163,74.3444595336914,28.0,77.29551696777344,9.0,16.0,28.0,148.0,213.0,57.58213424682617,58.70552444458008,99.8557357788086,0.6729829256949783,0.18596186517088542,0.14105520913413627,67.1446762084961,0.27669105853098336,78.1784639769179,73.5751592114879,68.15654926302402,0.25419890880584717,10.021919250488281,11,151219,152212,0.9934762042414527,151,24373,44850,0.5434336677814938,0.11566204455074362,1.0,1.0,1.2294685990338163,1.2294685990338163,False,True,71630
82,common_c_bundle,分,9,楷书,楷書,唐,欧阳询,化度寺碑,唐 · 欧阳询 · 化度寺碑,https://wxapp.shufazidian.com/gq/1/11/337011.jpg,https://wxapp.shufazidian.com/gq/1/11/1/337011.jpg,/Users/lainantian/Developer/Caligraphy/common_c_bundle/common_c_downloads/楷书/52301_分_楷书_欧阳询_化度寺碑.jpg,catalog_or_invalid,extreme_component_count,272,272,1.0,27.640625,2.0,57.85123062133789,0.0,1.0,2.0,14.0,191.0,15.902409553527832,26.2589168548584,51.22134780883789,0.8750946150519031,0.08235564446366782,0.04254974048442907,38.52827835083008,0.0824637759515571,28.940973724048444,27.03972480536332,27.54413116349481,0.48787814378738403,1.3968429565429688,29,66844,67049,0.9969425345642738,121,824,4237,0.1944772244512627,0.011137543252595156,1.0,0.9816176470588235,1.0,1.0187265917602997,False,True,52301
83,common_g_bundle 2,兽,3,篆书,篆書,清,吴大瀓,论语,清 · 吴大瀓 · 论语,https://wxapp-b.shufazidian.com/gq/3/16/63_c229a9664.jpg,https://wxapp-b.shufazidian.com/gq/3/16/1/63_c229a9664.jpg,/Users/lainantian/Developer/Caligraphy/common_g_bundle 2/common_g_downloads/篆书/59775_兽_篆书_吴大瀓_论语.jpg,black_damaged,large_bright_component_dominates,517,575,1.1121856866537718,62.05799865722656,40.0,60.45882797241211,26.0,34.0,40.0,48.0,224.0,37.67010498046875,37.89315414428711,96.99056243896484,0.8638600622319401,0.022376587334959213,0.11376335043310067,7.668186187744141,0.12626019678748635,62.05799007652847,62.05799007652847,62.05799007652847,0.0,0.0,7,251571,258836,0.9719320341838075,2,25931,35676,0.7268471801771499,0.08722899672020856,1.0,0.44906567992599444,1.1121856866537718,1.2408536585365855,False,True,59775
84,common_h_bundle,勿,7,草书,草書,唐,孙过庭,草书千字文,唐 · 孙过庭 · 草书千字文,https://wxapp-b.shufazidian.com/gq/2/11/1663662303a7_576_4744.jpg,https://wxapp-b.shufazidian.com/gq/2/11/1/1663662303a7_576_4744.jpg,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/草书/50176_勿_草书_孙过庭_草书千字文.jpg,catalog_or_invalid,extreme_component_count,327,203,1.6108374384236452,168.5244140625,183.0,43.670989990234375,54.0,167.0,183.0,193.0,204.0,182.07656860351562,186.86439514160156,145.17112731933594,0.08609391241469698,0.8200087374399301,0.09389735014537293,22.252994537353516,0.8814721079827059,185.12667781443486,165.70642201834863,139.60021692954308,0.2517124116420746,45.526458740234375,16,6948,7835,0.8867900446713465,222,17886,36672,0.48772905759162305,0.2694445699823745,0.9938837920489296,1.0,1.6009852216748768,1.6108374384236452,False,False,50176
85,common_i_bundle,玉,9,楷书,楷書,隋,智永,真草千字文,隋 · 智永 · 真草千字文,https://wxapp-b.shufazidian.com/gq/1/10/121020.jpg,https://wxapp-b.shufazidian.com/gq/1/10/1/121020.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/楷书/87908_玉_楷书_智永_真草千字文.jpg,catalog_or_invalid,extreme_component_count,301,320,1.06312292358804,164.70294189453125,178.0,44.81724548339844,60.0,162.0,178.0,192.0,211.0,187.45794677734375,186.0520782470703,130.59033203125,0.12241486710963455,0.7417462624584718,0.1358388704318937,19.56184959411621,0.845265780730897,197.2376868770764,159.84298172757474,104.25725705980066,0.45406296849250793,92.98041534423828,45,14631,14853,0.9850535245404969,451,31839,43120,0.7383812615955473,0.3305544019933555,0.7539244186046512,1.0,1.1902834008097165,1.06312292358804,False,False,87908
86,common_j_bundle,转,8,行书,行書,明,王铎,与柱国六翁,明 · 王铎 · 与柱国六翁,https://wxapp.shufazidian.com/gq/7/15/29_bj210a3616.jpg,https://wxapp.shufazidian.com/gq/7/15/1/29_bj210a3616.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/行书/64156_转_行书_王铎_与柱国六翁.jpg,catalog_or_invalid,extreme_component_count,623,730,1.1717495987158908,99.01811218261719,127.0,59.14066696166992,9.0,25.0,127.0,147.0,166.0,141.64706420898438,146.79054260253906,53.80441665649414,0.3477363178609908,0.651012555245278,0.0012511268937311726,27.28665542602539,0.5525165460981992,114.24980540469228,95.93202796895271,74.88416851733767,0.4046008288860321,39.36565399169922,1419,177427,200676,0.8841465845442404,358,694,3119,0.22250721385059313,0.0015259790232854725,0.9986301369863013,1.0,1.1701444622792938,1.1717495987158908,False,False,64156
87,common_i_bundle,仰,6,隶书,隸書,清,王福庵,千字文,清 · 王福庵 · 千字文,https://wxapp.shufazidian.com/gq/5/16/29_f56a7542.jpg,https://wxapp.shufazidian.com/gq/5/16/1/29_f56a7542.jpg,/Users/lainantian/Developer/Caligraphy/common_i_bundle/common_i_downloads/隶书/29106_仰_隶书_王福庵_千字文.jpg,catalog_or_invalid,extreme_component_count,581,661,1.1376936316695352,203.507080078125,224.0,56.45477294921875,34.0,217.0,224.0,228.0,233.0,215.47772216796875,212.83822631835938,176.80340576171875,0.09059449381706641,0.04557065521650032,0.8638348509664333,27.98282241821289,0.9024687468265107,210.63981449897275,201.9546116169888,192.63140393864197,0.08817604929208755,18.008453369140625,192,18871,36807,0.5127013883228734,8,281733,335037,0.8409011542008793,0.7336013602714293,0.9613556885853334,1.0,1.1443661971830985,1.1376936316695352,False,False,29106
88,common_j_bundle,岳,7,草书,草書,,赵构,,赵构,https://wxapp-b.shufazidian.com/png_b/c/7/V7.png,https://wxapp-b.shufazidian.com/png_b/c/7/V7.png,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/草书/06333_岳_草书_赵构_未标注作品.png,clean_white,bright_low_noise_background,528,538,1.018939393939394,174.698486328125,255.0,118.44219970703125,0.0,0.0,255.0,255.0,255.0,255.0,255.0,83.68669891357422,0.31490790807705304,0.0,0.685092091922947,0.0,0.0,174.69848344035148,174.69848344035148,174.69848344035148,0.0,0.0,1,89454,89454,1.0,6,191546,194610,0.9842556908689173,0.6743057902444519,0.6101301115241635,1.0,1.061881188118812,1.018939393939394,False,False,6333
89,common_h_bundle,同,3,篆书,篆書,汉,佚名,镜铭,汉 · 佚名 · 镜铭,https://wxapp.shufazidian.com/gq/6/6/4_bb607a_47594.jpg,https://wxapp.shufazidian.com/gq/6/6/1/4_bb607a_47594.jpg,/Users/lainantian/Developer/Caligraphy/common_h_bundle/common_h_downloads/篆书/09442_同_篆书_佚名_镜铭.jpg,clean_white,bright_low_noise_background,327,341,1.0428134556574924,196.8912811279297,255.0,94.97227478027344,14.0,158.0,255.0,255.0,255.0,253.18544006347656,249.9222412109375,191.1641082763672,0.22066776076838227,0.050068605558395436,0.7292636336732223,15.779297828674316,0.0757979319683966,196.89129830414234,196.89129830414234,196.89129830414234,0.0,0.0,9,17077,26291,0.6495378646685177,2,82512,82518,0.99992728859158,0.7399714816110199,0.7258557758705731,1.0,1.010600706713781,1.0428134556574924,False,False,9442
90,common_j_bundle,乍,3,篆书,篆書,周,能匋尊,,周 · 能匋尊,https://wxapp-b.shufazidian.com/gq/5/4/1820_l1a31313.jpg,https://wxapp-b.shufazidian.com/gq/5/4/1/1820_l1a31313.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/篆书/21419_乍_篆书_能匋尊_未标注作品.jpg,black_damaged,large_bright_component_dominates,300,325,1.0833333333333333,49.035865783691406,24.0,59.7464485168457,14.0,19.0,24.0,35.0,207.0,25.32518196105957,22.94140625,91.96968841552734,0.8490666666666666,0.07652307692307693,0.0744102564102564,17.628870010375977,0.1334153846153846,53.213610256410256,47.427158974358974,45.481189743589745,0.1555936634540558,7.732421875,1,84458,84459,0.9999881599355901,8,10581,10706,0.988324304128526,0.10852307692307692,1.0,0.49143589743589744,1.0833333333333333,1.4,False,True,21419
91,less_common_b_bundle,翩,9,楷书,楷書,明,文征明,前后赤壁赋,明 · 文征明 · 前后赤壁赋,https://wxapp-b.shufazidian.com/gq/3/15/1671085980a4_336_0834b.jpg,https://wxapp-b.shufazidian.com/gq/3/15/1/1671085980a4_336_0834b.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/楷书/27521_翩_楷书_文征明_前后赤壁赋.jpg,catalog_or_invalid,extreme_component_count,600,600,1.0,194.65164184570312,229.0,77.64009857177734,2.0,187.0,229.0,244.0,252.0,227.75497436523438,226.03680419921875,162.56968688964844,0.13176666666666667,0.1716388888888889,0.6965944444444444,26.036211013793945,0.4972083333333333,199.92845555555556,195.47195555555555,176.80773888888888,0.17721311748027802,23.120712280273438,321,18030,53205,0.3388779250070482,165,275217,276951,0.9937389646543974,0.7644916666666667,0.9866666666666667,1.0,1.0135135135135136,1.0,False,False,27521
92,common_j_bundle,真,8,行书,行書,宋,黄庭坚,阴长生诗三篇,宋 · 黄庭坚 · 阴长生诗三篇,https://wxapp-b.shufazidian.com/gq/2/13/1660304384a20_290_112.jpg,https://wxapp-b.shufazidian.com/gq/2/13/1/1660304384a20_290_112.jpg,/Users/lainantian/Developer/Caligraphy/common_j_bundle/common_j_downloads/行书/31573_真_行书_黄庭坚_阴长生诗三篇.jpg,black_damaged,large_bright_component_dominates,563,481,1.1704781704781704,73.03475952148438,56.0,49.283809661865234,42.0,49.0,56.0,64.0,206.0,54.70310974121094,53.82524108886719,90.99736785888672,0.8606293135600418,0.05684205861825755,0.08252862782170065,13.631711959838867,0.12477335923161856,72.91536282832908,74.26185455847978,66.89684383112447,0.10783073306083679,6.018516540527344,4,232868,236933,0.9828432510456543,26,20247,30284,0.668570862501651,0.07476652769725593,1.0,0.7789352407469636,1.1704781704781704,1.1569086651053864,False,True,31573
93,less_common_b_bundle,笙,6,隶书,隸書,清,王澍,千字文,清 · 王澍 · 千字文,https://wxapp.shufazidian.com/gq/5/16/26_f692a7712.jpg,https://wxapp.shufazidian.com/gq/5/16/1/26_f692a7712.jpg,/Users/lainantian/Developer/Caligraphy/less_common_b_bundle/less_common_b_downloads/隶书/24637_笙_隶书_王澍_千字文.jpg,yellow_paper,warm_yellow_background,551,441,1.2494331065759636,181.79798889160156,206.0,64.87213134765625,6.0,197.0,206.0,213.0,221.0,198.9579620361328,193.58853149414062,153.6130828857422,0.12440378450230667,0.19677683535604198,0.6788193801416513,35.78219985961914,0.8636657324756885,191.1228317098164,179.64099081858998,167.83890761386223,0.16416791081428528,23.283920288085938,9,19492,33078,0.5892738375959853,3,189647,204783,0.9260876146945791,0.7804692354860879,0.9637023593466425,1.0,1.2040816326530612,1.2494331065759636,False,False,24637
